ID	GeneSymbol	mRNA_Accession	adj.P.Val	P.Value	t	B	logFC	Gene.title
10342657		---	0.918281	6.47E-01	0.4824916	-6.83011	0.31677142	
10372805	Gm10743	AK156853 	0.918281	6.47E-01	-0.4824671	-6.83012	-0.08888346	predicted gene 10743
10558673	Cyp2e1	NM_021282 	0.918281	6.47E-01	0.4824567	-6.83013	0.08554574	"cytochrome P450, family 2, subfamily e, polypeptide 1"
10343120		---	0.91833	6.47E-01	0.482322	-6.8302	0.19671265	
10358648	Hmcn1	NM_001024720 	0.91833	6.47E-01	0.4823021	-6.83021	0.05830263	hemicentin 1
10466130	Ms4a8a	NM_022430 	0.91833	6.47E-01	-0.4822802	-6.83022	-0.09067846	"membrane-spanning 4-domains, subfamily A, member 8A"
10572449	Lsm4	NM_015816 	0.91833	6.47E-01	0.4822061	-6.83026	0.09852337	"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
10444236	H2-DMb2///H2-DMb1	NM_010388 	0.91833	6.47E-01	-0.4821427	-6.8303	-0.11392433	"histocompatibility 2, class II, locus Mb2///histocompatibility 2, class II, locus Mb1"
10449207	Rab11fip3	NM_001162868 	0.91833	6.47E-01	-0.4821387	-6.8303	-0.06852334	RAB11 family interacting protein 3 (class II)
10489004	Nfs1	NM_010911 	0.91833	6.47E-01	-0.4821213	-6.83031	-0.06645112	nitrogen fixation gene 1 (S. cerevisiae)
10370892	Rexo1	NM_025852 	0.91833	6.47E-01	-0.4820898	-6.83032	-0.10464286	"REX1, RNA exonuclease 1"
10451597	Prickle4	NM_001290337 	0.918332	6.47E-01	0.4820483	-6.83035	0.08354845	prickle planar cell polarity protein 4
10354492		ENSMUST00000083258 	0.918447	6.47E-01	-0.4818879	-6.83043	-0.05675275	
10349559	Yod1	NM_178691 	0.918455	6.47E-01	-0.48184	-6.83046	-0.10543507	YOD1 deubiquitinase
10388308	Olfr411	NM_146709 	0.918459	6.47E-01	0.4817971	-6.83048	0.07702931	olfactory receptor 411
10597773		ENSMUST00000082463 	0.918489	6.47E-01	0.4817259	-6.83052	0.08184441	
10594965	Unc13c	NM_001081153 	0.918587	6.47E-01	0.4815827	-6.8306	0.07057502	unc-13 homolog C (C. elegans)
10524844	Taok3	NM_001081308 	0.918593	6.47E-01	-0.4815379	-6.83062	-0.13708773	TAO kinase 3
10448455	Atp6v0c	NM_009729 	0.918623	6.47E-01	0.4814669	-6.83066	0.1693979	"ATPase, H+ transporting, lysosomal V0 subunit C"
10519321	Gm15772///Rpl26	NM_009080 	0.918638	6.47E-01	-0.4813975	-6.8307	-0.07158601	ribosomal protein L26 pseudogene///ribosomal protein L26
10405462	BC038268	BC038268 	0.918638	6.47E-01	-0.4813149	-6.83074	-0.06565612	cDNA sequence BC038268
10362450	Trdn	NM_029726 	0.918638	6.47E-01	-0.48128	-6.83076	-0.11395502	triadin
10556616	Tmc5	NM_001105252 	0.918638	6.47E-01	-0.4812746	-6.83076	-0.06469995	transmembrane channel-like gene family 5
10367041	Rdh9	NM_153133 	0.918638	6.48E-01	0.4812244	-6.83079	0.11137045	retinol dehydrogenase 9
10579939	Usp38	NM_027554 	0.918638	6.48E-01	-0.4811747	-6.83081	-0.10759599	ubiquitin specific peptidase 38
10596988	Gm7628	XM_006512422 	0.918638	6.48E-01	0.481152	-6.83083	0.05753731	predicted gene 7628
10386442	Cops3	NM_011991 	0.918638	6.48E-01	-0.4811357	-6.83084	-0.17199906	COP9 signalosome subunit 3
10412082	Gpbp1	NM_001122963 	0.918687	6.48E-01	-0.4810441	-6.83088	-0.17058543	GC-rich promoter binding protein 1
10386423	Pld6	NM_001290283 	0.918714	6.48E-01	-0.4809506	-6.83093	-0.06463618	"phospholipase D family, member 6"
10601603	Gm382	NM_001033241 	0.918714	6.48E-01	-0.4809017	-6.83096	-0.06459995	predicted gene 382
10340120		---	0.918714	6.48E-01	0.480898	-6.83096	0.51161699	
10470141	Lcn8	NM_033145 	0.918754	6.48E-01	-0.4807223	-6.83106	-0.11981216	lipocalin 8
10557124	Scnn1b	NM_001272023 	0.918754	6.48E-01	0.4806266	-6.83111	0.06007	"sodium channel, nonvoltage-gated 1 beta"
10480139	C1ql3	NM_153155 	0.918754	6.48E-01	0.4805499	-6.83115	0.07665709	C1q-like 3
10510861	Megf6	NM_001162977 	0.918754	6.48E-01	-0.480529	-6.83116	-0.07808047	multiple EGF-like-domains 6
10441706	1700010I14Rik	NM_025851 	0.918754	6.48E-01	0.4804935	-6.83118	0.11570338	RIKEN cDNA 1700010I14 gene
10387620	Slc35g3	NM_019871 	0.918754	6.48E-01	0.4804761	-6.83119	0.06974496	"solute carrier family 35, member G3"
10583788	Prkcsh	NM_001293650 	0.918754	6.48E-01	-0.480451	-6.8312	-0.18083395	protein kinase C substrate 80K-H
10528622	Asb10	NM_080444 	0.918754	6.48E-01	-0.4804492	-6.8312	-0.06633449	ankyrin repeat and SOCS box-containing 10
10598409	Tfe3	NM_001105196 	0.918754	6.48E-01	0.48041	-6.83122	0.10198803	transcription factor E3
10381211	Naglu	NM_013792 	0.918754	6.48E-01	0.4803602	-6.83125	0.0862166	alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)
10607283	Maged2	NM_001199246 	0.918754	6.48E-01	0.4803293	-6.83127	0.06144166	"melanoma antigen, family D, 2"
10460237	Unc93b1	NM_001161428 	0.918754	6.48E-01	0.4802556	-6.83131	0.075431	unc-93 homolog B1 (C. elegans)
10400413	Ralgapa1	NM_001003719 	0.918754	6.48E-01	0.4801966	-6.83134	0.13506628	"Ral GTPase activating protein, alpha subunit 1"
10504751		ENSMUST00000082476 	0.918754	6.48E-01	-0.4801878	-6.83134	-0.09392364	
10406736	F2rl2	NM_010170 	0.918754	6.48E-01	0.4801521	-6.83136	0.24846589	coagulation factor II (thrombin) receptor-like 2
10466239	Oosp1	NM_133353 	0.918754	6.48E-01	0.480105	-6.83139	0.06899518	oocyte secreted protein 1
10428052	Cct5	NM_007637 	0.918754	6.48E-01	-0.480105	-6.83139	-0.11352305	"chaperonin containing Tcp1, subunit 5 (epsilon)"
10379953	Brip1os	ENSMUST00000128960 	0.918754	6.48E-01	0.4800612	-6.83141	0.09967963	"BRCA1 interacting protein C-terminal helicase 1, opposite strand"
10405866	Gm10139	ENSMUST00000081471 	0.918754	6.48E-01	-0.4799635	-6.83146	-0.13255633	predicted gene 10139
10562641	Vmn2r60///Vmn2r61///Vmn2r-ps60///Vmn2r59///Vmn2r58///Vmn2r-ps57///Vmn2r-ps54	NM_001105057 	0.918754	6.48E-01	0.4799386	-6.83148	0.06205992	"vomeronasal 2, receptor 60///vomeronasal 2, receptor 61///vomeronasal 2, receptor, pseudogene 60///vomeronasal 2, receptor 59///vomeronasal 2, receptor 58///vomeronasal 2, receptor, pseudogene 57///vomeronasal 2, receptor, pseudogene 54"
10480676	Grin1	NM_001177656 	0.918754	6.48E-01	-0.4799159	-6.83149	-0.06734017	"glutamate receptor, ionotropic, NMDA1 (zeta 1)"
10373610	Olfr767	NM_146318 	0.918754	6.48E-01	-0.4799149	-6.83149	-0.11106097	olfactory receptor 767
10351588	Nectin4	NM_001122680 	0.918754	6.48E-01	0.4798803	-6.83151	0.06505794	nectin cell adhesion molecule 4
10562084	Haus5	NM_027999 	0.918754	6.48E-01	-0.4798761	-6.83151	-0.12361018	"HAUS augmin-like complex, subunit 5"
10404262	Rps8	NM_009098 	0.918754	6.48E-01	-0.4798395	-6.83153	-0.27125948	ribosomal protein S8
10338979		---	0.918754	6.48E-01	0.4797781	-6.83156	0.16643507	
10341593		---	0.918754	6.48E-01	-0.4797505	-6.83158	-0.24368058	
10601456	Gm6377	NM_001037917 	0.918754	6.49E-01	-0.4797048	-6.8316	-0.06711021	predicted gene 6377
10374771	Mir216b	NR_030419 	0.918754	6.49E-01	-0.479695	-6.83161	-0.08347996	microRNA 216b
10538929		ENSMUST00000103382 	0.918754	6.49E-01	-0.4795946	-6.83166	-0.06252199	
10454984	Wdr55	NM_026464 	0.918754	6.49E-01	0.4795676	-6.83167	0.07141658	WD repeat domain 55
10341920		---	0.918754	6.49E-01	0.4795629	-6.83168	0.08580527	
10402444	Dicer1	NM_148948 	0.918754	6.49E-01	-0.4795433	-6.83169	-0.26884961	"dicer 1, ribonuclease type III"
10535006	BC037034	NM_153161 	0.918754	6.49E-01	-0.4794652	-6.83173	-0.14502203	cDNA sequence BC037034
10523506	Bmp3	NM_173404 	0.918754	6.49E-01	-0.4794589	-6.83173	-0.07547908	bone morphogenetic protein 3
10401052	Tex21	NM_001159532 	0.918754	6.49E-01	0.4794361	-6.83174	0.07325076	testis expressed gene 21
10394843		XR_381327 	0.918795	6.49E-01	-0.4793043	-6.83182	-0.10224914	
10340026		---	0.918795	6.49E-01	-0.479303	-6.83182	-0.39812273	
10431912		ENSMUST00000177677 	0.918795	6.49E-01	0.4792747	-6.83183	0.11757418	
10537007	Ssmem1	NM_029373 	0.918839	6.49E-01	0.4791511	-6.8319	0.06260136	serine-rich single-pass membrane protein 1
10579550	Unc13a	NM_001029873 	0.918839	6.49E-01	-0.4791112	-6.83192	-0.06470058	unc-13 homolog A (C. elegans)
10542917	Hepacam2	NM_178899 	0.918839	6.49E-01	0.4791108	-6.83192	0.06397057	HEPACAM family member 2
10496605	Kyat3	NM_001293560 	0.918936	6.49E-01	0.4789337	-6.83201	0.10549096	kynurenine aminotransferase 3
10408741	Txndc5	NM_001289598 	0.918936	6.49E-01	0.4789294	-6.83202	0.09110797	thioredoxin domain containing 5
10341453		---	0.919019	6.49E-01	-0.4787852	-6.83209	-0.14672995	
10471655	Gsn	NM_001206367 	0.919019	6.49E-01	0.4787642	-6.8321	0.07243271	gelsolin
10372177	Tmtc2	NM_177368 	0.919023	6.49E-01	-0.4786878	-6.83214	-0.06149857	transmembrane and tetratricopeptide repeat containing 2
10381118	Gast	NM_010257 	0.919023	6.49E-01	-0.478611	-6.83219	-0.06890115	gastrin
10441899	Gm7168	NM_001122977 	0.919023	6.49E-01	0.4786099	-6.83219	0.10940696	predicted gene 7168
10523903		ENSMUST00000117916 	0.919023	6.49E-01	0.4785604	-6.83221	0.1164418	
10461274	Ints5	NM_176843 	0.919023	6.49E-01	-0.4784926	-6.83225	-0.13034504	integrator complex subunit 5
10349249	Clasp1	NM_001293300 	0.919023	6.49E-01	-0.4784912	-6.83225	-0.09842676	CLIP associating protein 1
10350349	Dennd1b///Dennd1b	NM_001166501 	0.919023	6.49E-01	0.4784842	-6.83225	0.22164477	DENN/MADD domain containing 1B///DENN/MADD domain containing 1B
10485282	Alkbh3	NM_026944 	0.919042	6.49E-01	-0.4784248	-6.83228	-0.16729386	"alkB homolog 3, alpha-ketoglutarate-dependent dioxygenase"
10473367	Slc43a1	NM_001081349 	0.919118	6.49E-01	0.4782921	-6.83236	0.06849276	"solute carrier family 43, member 1"
10342482		---	0.919118	6.50E-01	-0.4782059	-6.8324	-0.1100527	
10341872		---	0.919118	6.50E-01	-0.478202	-6.8324	-0.12074253	
10554549	Whamm	NM_001004185 	0.919118	6.50E-01	0.4781603	-6.83243	0.13299018	"WAS protein homolog associated with actin, golgi membranes and microtubules"
10575628		ENSMUST00000083766 	0.919118	6.50E-01	-0.4781474	-6.83243	-0.12167489	
10607718	Rnf138rt1	NM_028842 	0.919119	6.50E-01	-0.4780605	-6.83248	-0.0631739	"ring finger protein 138, retrogene 1"
10392863	Grin2c	NM_010350 	0.919119	6.50E-01	-0.4780388	-6.83249	-0.07914661	"glutamate receptor, ionotropic, NMDA2C (epsilon 3)"
10346116	Dnah7c	XM_006496386 	0.919119	6.50E-01	0.4780283	-6.8325	0.13761989	"dynein, axonemal, heavy chain 7C"
10375322	4933415A04Rik	ENSMUST00000056256 	0.919143	6.50E-01	-0.4779635	-6.83253	-0.09437115	RIKEN cDNA 4933415A04 gene
10398795	Aspg	NM_001081169 	0.919163	6.50E-01	0.4778916	-6.83257	0.07268131	asparaginase
10436590	Mir99ahg	NR_015543 	0.919163	6.50E-01	0.4778229	-6.83261	0.06032694	Mir99a and Mirlet7c-1 host gene (non-protein coding)
10342259		---	0.919163	6.50E-01	0.4777673	-6.83263	0.07488118	
10587892	Atr	NM_019864 	0.919163	6.50E-01	-0.4777639	-6.83264	-0.10554414	ataxia telangiectasia and Rad3 related
10507777	9530002B09Rik	NM_023865 	0.919163	6.50E-01	-0.4777456	-6.83265	-0.06073461	RIKEN cDNA 9530002B09 gene
10607945	4933400A11Rik	NR_003635 	0.919193	6.50E-01	-0.4776743	-6.83268	-0.05376358	"capping protein (actin filament) muscle Z-line, alpha 1 pseudogene"
10480254	Cacnb2	ENSMUST00000100397 	0.919202	6.50E-01	0.4776259	-6.83271	0.07936137	"calcium channel, voltage-dependent, beta 2 subunit"
10533198	Oas2	NM_145227 	0.919226	6.50E-01	-0.4775331	-6.83276	-0.09823073	2'-5' oligoadenylate synthetase 2
10591357	Eif3g	NM_016876 	0.919226	6.50E-01	-0.4775027	-6.83278	-0.16257944	"eukaryotic translation initiation factor 3, subunit G"
10557231		---	0.919226	6.50E-01	0.4774338	-6.83281	0.09246287	
10595909		---	0.919226	6.50E-01	0.4774023	-6.83283	0.11534695	
10338531		---	0.919226	6.50E-01	-0.4773996	-6.83283	-0.42528507	
10342734		---	0.919226	6.50E-01	-0.4773645	-6.83285	-0.18836216	
10364317	Gm10024	NM_001081452 	0.91964	6.50E-01	0.4768463	-6.83312	0.13661353	predicted gene 10024
10549994		ENSMUST00000174235 	0.91964	6.50E-01	-0.4768265	-6.83314	-0.08484522	
10423556	Cpq	NM_018755 	0.91964	6.50E-01	-0.4768097	-6.83314	-0.05999794	carboxypeptidase Q
10360764	Enah	NM_001083120 	0.919658	6.51E-01	0.4767376	-6.83318	0.06643401	enabled homolog (Drosophila)
10462853	Cyp26a1	NM_007811 	0.919658	6.51E-01	0.4767119	-6.8332	0.05467153	"cytochrome P450, family 26, subfamily a, polypeptide 1"
10485294	Hsd17b12	NM_019657 	0.919668	6.51E-01	0.4766199	-6.83324	0.12423701	hydroxysteroid (17-beta) dehydrogenase 12
10584350	Tpt1	NM_009429 	0.919668	6.51E-01	-0.4766184	-6.83325	-0.09789462	"tumor protein, translationally-controlled 1"
10428561	Rad21	NM_009009 	0.919668	6.51E-01	0.4765331	-6.83329	0.09512439	RAD21 cohesin complex component
10435415	Sema5b	NM_013661 	0.919668	6.51E-01	0.4765239	-6.8333	0.06330369	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B"
10358713	1700025G04Rik	NM_197990 	0.919668	6.51E-01	-0.4764129	-6.83335	-0.08295852	RIKEN cDNA 1700025G04 gene
10461663	Mrpl16	NM_025606 	0.919668	6.51E-01	-0.4763639	-6.83338	-0.13642189	mitochondrial ribosomal protein L16
10532839	Trpv4	NM_022017 	0.919668	6.51E-01	0.4763145	-6.83341	0.06575144	"transient receptor potential cation channel, subfamily V, member 4"
10540359	Cntn4	NM_001109749 	0.919668	6.51E-01	-0.4762996	-6.83342	-0.05930189	contactin 4
10565349	Vmn2r66	AK156873 	0.919668	6.51E-01	0.4762683	-6.83343	0.06904058	"vomeronasal 2, receptor 66"
10353477		---	0.919668	6.51E-01	0.4761779	-6.83348	0.06497106	
10540991	Rho	XM_006505860 	0.919668	6.51E-01	-0.4761778	-6.83348	-0.07977798	rhodopsin
10438415	2010309G21Rik///Iglv1///Iglc1///Iglv2///2010309G21Rik///Iglv1	ENSMUST00000103752 	0.919668	6.51E-01	-0.4761629	-6.83349	-0.07634311	RIKEN cDNA 2010309G21 gene///immunoglobulin lambda variable 1///immunoglobulin lambda constant 1///immunoglobulin lambda variable 2///RIKEN cDNA 2010309G21 gene///immunoglobulin lambda variable 1
10442393	BC028777	ENSMUST00000148704 	0.919668	6.51E-01	-0.4761507	-6.83349	-0.13748201	cDNA sequence BC028777
10346576	Stradb	NM_172656 	0.919668	6.51E-01	-0.4761507	-6.83349	-0.12081544	STE20-related kinase adaptor beta
10561721	Sipa1l3	NM_001081028 	0.91976	6.51E-01	-0.4760147	-6.83357	-0.07788758	signal-induced proliferation-associated 1 like 3
10384456		ENSMUST00000102382 	0.919773	6.51E-01	-0.4759565	-6.8336	-0.06198513	
10440097		---	0.919773	6.51E-01	-0.4759215	-6.83362	-0.0722264	
10368079	Ect2l	NM_001195036 	0.919774	6.51E-01	-0.475881	-6.83364	-0.07969069	epithelial cell transforming sequence 2 oncogene-like
10492341	Arhgef26	NM_001081295 	0.919782	6.51E-01	-0.4757907	-6.83369	-0.09149583	Rho guanine nucleotide exchange factor (GEF) 26
10430574	Fam227a	ENSMUST00000046816 	0.919782	6.51E-01	-0.475742	-6.83371	-0.05968931	"family with sequence similarity 227, member A"
10549445		ENSMUST00000083335 	0.919782	6.51E-01	-0.4757196	-6.83372	-0.14825069	
10421515		---	0.919782	6.51E-01	-0.475716	-6.83372	-0.11173739	
10421768	Akap11	NM_001164503 	0.919854	6.51E-01	-0.4755717	-6.8338	-0.13059032	A kinase (PRKA) anchor protein 11
10527598	Pomp	NM_025624 	0.919854	6.51E-01	-0.4755361	-6.83382	-0.16145358	proteasome maturation protein
10342830		---	0.919854	6.51E-01	-0.475518	-6.83383	-0.37656905	
10517616	Vwa5b1	NM_029401 	0.919854	6.51E-01	0.4754827	-6.83385	0.06390397	von Willebrand factor A domain containing 5B1
10608707		---	0.919864	6.51E-01	0.4754028	-6.83389	0.05898773	
10338316		---	0.919864	6.51E-01	0.4753927	-6.8339	0.09999597	
10507347	Tesk2	NM_146151 	0.919952	6.52E-01	-0.4752364	-6.83398	-0.13059163	testis-specific kinase 2
10388902	Lgals9	NM_001159301 	0.919952	6.52E-01	-0.4752219	-6.83399	-0.15177619	"lectin, galactose binding, soluble 9"
10412155	Ddx4	NM_001145885 	0.920125	6.52E-01	-0.4749999	-6.8341	-0.0585302	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4
10436604	Mir125b-2	NR_029540 	0.920132	6.52E-01	-0.4749166	-6.83415	-0.05652333	microRNA 125b-2
10589911		---	0.920132	6.52E-01	-0.4747946	-6.83421	-0.08512486	
10605603	Mageb4	NM_001033492 	0.920132	6.52E-01	-0.4747657	-6.83423	-0.07088443	"melanoma antigen, family B, 4"
10527528	Smarce1	NM_020618 	0.920132	6.52E-01	-0.4746693	-6.83428	-0.09905971	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
10346235	Hibch	NM_146108 	0.920132	6.52E-01	-0.4746634	-6.83428	-0.14873522	3-hydroxyisobutyryl-Coenzyme A hydrolase
10373662	Olfr819///Olfr247	NM_001165944 	0.920132	6.52E-01	-0.4745857	-6.83432	-0.07813216	olfactory receptor 819///olfactory receptor 247
10557394	D430042O09Rik	NM_001081022 	0.920132	6.52E-01	0.474564	-6.83433	0.21055191	RIKEN cDNA D430042O09 gene
10538732	Grid2	NM_008167 	0.920132	6.52E-01	0.4745246	-6.83436	0.0652295	"glutamate receptor, ionotropic, delta 2"
10339848		---	0.920132	6.52E-01	0.4745228	-6.83436	0.10006899	
10341186		---	0.920132	6.52E-01	-0.4743818	-6.83443	-0.8791607	
10414984		ENSMUST00000180938 	0.920132	6.52E-01	-0.4743764	-6.83443	-0.46474807	
10510056	Pramel1	NM_031377 	0.920132	6.52E-01	0.4743236	-6.83446	0.09404557	preferentially expressed antigen in melanoma-like 1
10338536		---	0.920132	6.52E-01	-0.4742656	-6.83449	-0.12373418	
10424686	BC025446	XR_035099 	0.920132	6.52E-01	-0.4740532	-6.83461	-0.07769544	cDNA sequence BC025446
10343426		---	0.920132	6.52E-01	-0.4740166	-6.83462	-0.11859651	
10513592	Wdr31	NM_001290521 	0.920132	6.52E-01	-0.4739715	-6.83465	-0.0575754	WD repeat domain 31
10427883	Acot10	NM_022816 	0.920132	6.52E-01	0.4739576	-6.83466	0.10970231	acyl-CoA thioesterase 10
10545458	Tcf7l1	NM_001079822 	0.920132	6.52E-01	0.4739349	-6.83467	0.09286887	"transcription factor 7 like 1 (T cell specific, HMG box)"
10592727	Rnf26	ENSMUST00000056328 	0.920132	6.52E-01	0.4738826	-6.8347	0.11120875	ring finger protein 26
10400562		ENSMUST00000080271 	0.920132	6.52E-01	-0.4738824	-6.8347	-0.06157984	
10414025	Gdf10///Gdf10	NM_145741 	0.920132	6.52E-01	-0.4738802	-6.8347	-0.06225193	growth differentiation factor 10///growth differentiation factor 10
10600536	Cldn34b3///Cldn34b3	NM_001013760 	0.920132	6.52E-01	-0.4738436	-6.83472	-0.09052957	claudin 34B3///claudin 34B3
10425223	Galr3	NM_015738 	0.920132	6.52E-01	0.4738248	-6.83473	0.0831143	galanin receptor 3
10416911	4930449E01Rik	NR_045921 	0.920132	6.52E-01	-0.4738132	-6.83473	-0.0600193	RIKEN cDNA 4930449E01 gene
10453721	Wac	NM_001146298 	0.920132	6.53E-01	0.4737859	-6.83475	0.0936648	WW domain containing adaptor with coiled-coil
10354868	Fam126b	NM_172513 	0.920132	6.53E-01	-0.473771	-6.83475	-0.34935299	"family with sequence similarity 126, member B"
10556149	Olfr503///Olfr658	NM_001011527 	0.920132	6.53E-01	-0.4737626	-6.83476	-0.05644473	olfactory receptor 503///olfactory receptor 658
10342776		---	0.920132	6.53E-01	0.4737568	-6.83476	0.13352964	
10382830	Gm11744	NM_001163318 	0.920132	6.53E-01	0.4737362	-6.83477	0.06330055	predicted gene 11744
10430190	Apol10b	NM_177820 	0.920132	6.53E-01	0.4737255	-6.83478	0.05474873	apolipoprotein L 10B
10338672		---	0.920132	6.53E-01	-0.4736996	-6.83479	-0.23289393	
10493086	Hdgf	NM_008231 	0.920132	6.53E-01	-0.4736744	-6.83481	-0.10867902	hepatoma-derived growth factor
10407038	Gm10739	AK138295 	0.920132	6.53E-01	-0.4736582	-6.83481	-0.06478971	predicted gene 10739
10585068	Nxpe4	NM_172921 	0.920132	6.53E-01	-0.4736298	-6.83483	-0.08125191	"neurexophilin and PC-esterase domain family, member 4"
10520506	Kcnk3	NM_010608 	0.920132	6.53E-01	0.4736141	-6.83484	0.06467098	"potassium channel, subfamily K, member 3"
10476130	1700020A23Rik	NM_001163483 	0.920132	6.53E-01	0.4735757	-6.83486	0.06685308	RIKEN cDNA 1700020A23 gene
10371662	Spic	NM_011461 	0.920166	6.53E-01	-0.4734701	-6.83491	-0.06095327	Spi-C transcription factor (Spi-1/PU.1 related)
10426891	Mettl7a1	NM_027334 	0.920166	6.53E-01	-0.4734238	-6.83494	-0.11216621	methyltransferase like 7A1
10459912	Adnp2	NM_175028 	0.920166	6.53E-01	-0.473303	-6.835	-0.07208353	ADNP homeobox 2
10545835	Pradc1	NM_001163427 	0.920166	6.53E-01	0.4732936	-6.83501	0.10667406	protease-associated domain containing 1
10373113	Kif5a	NM_001039000 	0.920166	6.53E-01	0.4732674	-6.83502	0.06966944	kinesin family member 5A
10338438		---	0.920166	6.53E-01	0.4732484	-6.83503	0.12886178	
10564272	Chrna7	NM_007390 	0.920166	6.53E-01	0.473174	-6.83507	0.08862007	"cholinergic receptor, nicotinic, alpha polypeptide 7"
10519151	Mib2	NM_001256107 	0.920166	6.53E-01	0.4731556	-6.83508	0.0612942	mindbomb E3 ubiquitin protein ligase 2
10580897	Prss54	NM_027640 	0.920166	6.53E-01	0.473033	-6.83514	0.0908337	"protease, serine 54"
10389130	Slfn5os	NR_045932 	0.920166	6.53E-01	-0.4729978	-6.83516	-0.05513773	"schlafen 5, opposite strand"
10571441	Adam39	NM_001025380 	0.920166	6.53E-01	0.4729931	-6.83516	0.05913623	a disintegrin and metallopeptidase domain 39
10338644		---	0.920166	6.53E-01	0.4729608	-6.83518	0.19514066	
10463005	Cyp2c55	NM_028089 	0.920166	6.53E-01	-0.4729452	-6.83519	-0.05516026	"cytochrome P450, family 2, subfamily c, polypeptide 55"
10504654	Ccdc180	NM_198660 	0.920166	6.53E-01	0.4728841	-6.83522	0.09366004	coiled-coil domain containing 180
10490097	Cbln4	NM_175631 	0.920166	6.53E-01	-0.4728274	-6.83525	-0.06759859	cerebellin 4 precursor protein
10424379	Srsf3	NM_013663 	0.920166	6.53E-01	-0.472811	-6.83526	-0.23090775	serine/arginine-rich splicing factor 3
10434528	Chrd	NM_001278041 	0.920166	6.53E-01	0.472759	-6.83529	0.06280399	chordin
10341455		---	0.920166	6.53E-01	-0.4727521	-6.83529	-0.14376899	
10596403	Col6a5	NM_001167923 	0.920166	6.53E-01	0.4726733	-6.83533	0.08636355	"collagen, type VI, alpha 5"
10566209	Olfr601	NM_146314 	0.920166	6.53E-01	0.4726579	-6.83534	0.07495735	olfactory receptor 601
10368162	Pex7	NM_001161825 	0.920166	6.53E-01	-0.4726501	-6.83535	-0.09417011	peroxisomal biogenesis factor 7
10343612		---	0.920166	6.53E-01	0.4726456	-6.83535	0.49240812	
10344266		---	0.920166	6.53E-01	0.472627	-6.83536	0.13997647	
10437243	Mefv	NM_001161790 	0.920166	6.53E-01	-0.4725968	-6.83537	-0.07325292	Mediterranean fever
10463189	Ankrd2	NM_020033 	0.920166	6.53E-01	0.4725575	-6.83539	0.05886338	ankyrin repeat domain 2 (stretch responsive muscle)
10341546		---	0.920176	6.53E-01	0.4724999	-6.83542	0.06704157	
10384335	Sun3	NM_001290519 	0.920176	6.53E-01	0.472468	-6.83544	0.05433219	Sad1 and UNC84 domain containing 3
10559590	Ptprh	NM_207270 	0.920184	6.53E-01	0.4724198	-6.83547	0.10369101	"protein tyrosine phosphatase, receptor type, H"
10402318	Prima1	NM_133364 	0.920202	6.53E-01	-0.4723396	-6.83551	-0.10129696	proline rich membrane anchor 1
10593589	Gm9963	AK053272 	0.920202	6.53E-01	0.4723026	-6.83553	0.31427198	predicted gene 9963
10556458	Rassf10	NM_175279 	0.920202	6.54E-01	0.4722678	-6.83555	0.07932982	Ras association (RalGDS/AF-6) domain family (N-terminal) member 10
10343175		---	0.920202	6.54E-01	-0.4722373	-6.83556	-0.1687373	
10342434		---	0.920202	6.54E-01	0.4722044	-6.83558	0.08191939	
10604393	Elf4	NM_019680 	0.920224	6.54E-01	-0.4721394	-6.83561	-0.1522267	E74-like factor 4 (ets domain transcription factor)
10528630	4931409K22Rik	NM_177676 	0.920224	6.54E-01	-0.4721026	-6.83563	-0.07934319	RIKEN cDNA 4931409K22 gene
10340078		---	0.920226	6.54E-01	-0.4720619	-6.83566	-0.09875101	
10342945		---	0.920282	6.54E-01	-0.4719632	-6.83571	-0.89623521	
10529457	Cpz	NM_153107 	0.920287	6.54E-01	0.4719143	-6.83573	0.13385976	carboxypeptidase Z
10419416	3632451O06Rik	NM_026142 	0.920287	6.54E-01	0.4718482	-6.83577	0.07796509	RIKEN cDNA 3632451O06 gene
10523168	Epgn	NM_053087 	0.920287	6.54E-01	0.4718143	-6.83579	0.05856207	epithelial mitogen
10578153		ENSMUST00000180253 	0.920287	6.54E-01	0.4718006	-6.83579	0.11565775	
10554586	4833418N17Rik	AK080712 	0.920308	6.54E-01	0.4716943	-6.83585	0.0657315	RIKEN cDNA 4833418N17 gene
10410772	Rpl21	NM_019647 	0.920308	6.54E-01	0.4716839	-6.83585	0.06302196	ribosomal protein L21
10342428		---	0.920308	6.54E-01	-0.4716603	-6.83587	-0.47707037	
10527252	Eif2ak1	NM_013557 	0.920381	6.54E-01	-0.4715437	-6.83593	-0.19120158	eukaryotic translation initiation factor 2 alpha kinase 1
10340338		---	0.920388	6.54E-01	-0.471497	-6.83595	-0.1888029	
10467538	Tll2	NM_011904 	0.920439	6.54E-01	0.471339	-6.83604	0.08747748	tolloid-like 2
10342193		---	0.920439	6.54E-01	0.4712151	-6.8361	0.21405052	
