	GeneSymbol_GSM2386506_Kupper.txt	mRNA_Accession_GSM2386506_Kupper.txt	adj.P.Val_GSM2386506_Kupper.txt	logFC_GSM2386506_Kupper.txt	GeneSymbol_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	mRNA_Accession_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	adj.P.Val_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	logFC_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	GeneSymbol_GSE79858_Slansky_TIL_v_TN.txt	mRNA_Accession_GSE79858_Slansky_TIL_v_TN.txt	adj.P.Val_GSE79858_Slansky_TIL_v_TN.txt	logFC_GSE79858_Slansky_TIL_v_TN.txt	GeneSymbol_GSE_Anderson_TIL_v_Naive.txt	mRNA_Accession_GSE_Anderson_TIL_v_Naive.txt	adj.P.Val_GSE_Anderson_TIL_v_Naive.txt	logFC_GSE_Anderson_TIL_v_Naive.txt
10990	Prl8a9	NM_023332	1.0	5.67e-06	Prl8a9	NM_023332	0.993432	-0.00604244	Prl8a9	NM_023332	0.75105784	-0.0733	Prl8a9	NM_023332	0.007679999999999999	0.6376798
10991	Prlr	NM_011169	0.9572	0.040733	Prlr	NM_011169	0.8565149999999999	0.022520000000000012	Prlr	NM_011169	0.53342368	-0.12514999999999998	Prlr	NM_001253781	0.628	-0.033070974999999996
10992	Prm1	ENSMUST00000023144	0.8707	0.13453733	Prm1	NM_013637	0.9795889999999999	0.02281274	Prm1	NM_013637	0.44361473	0.12	Prm1	NM_013637	0.25433333333333336	-0.38854513333333324
10993	Prm2	NM_008933	0.8909999999999999	0.12599133	Prm2	NM_008933	0.909789	0.09839535	Prm2	NM_008933	0.05687103	-0.377	Prm2	NM_008933	0.677	-0.17886960000000002
10994	Prm3	NM_013638	0.9826	0.035104	Prm3	NM_013638	0.8564959999999999	0.18281139	Prm3	NM_013638	0.07336627	-0.36	Prm3	NM_013638	0.34299999999999997	-0.4650327
10995	Prmt1	NR_045521	0.9981	0.00338833	Prmt1	NM_001252476	0.80325	0.39265163	Prmt1	NM_001252476	0.00109714	1.18	Prmt1	NM_001252476	0.0885	0.3651979
10996	Prmt2	NM_133182	0.2276	0.730418	Prmt2	NM_001077638	0.09089900000000001	1.07825465	Prmt2	NM_001077638	0.01655227	0.5870000000000001	Prmt2	NM_001077638	0.17595000000000002	-0.22528845000000008
10997	Prmt3	NM_133740	0.451	-0.896385	Prmt3	NM_133740	0.31135100000000004	-1.15587768	Prmt3	NM_133740	0.06946338	0.687	Prmt3	NM_133740	0.26426986	-1.2531712000000002
10998	Prmt5	NM_013768	0.8392	-0.36027467	Prmt5	NM_013768	0.725917	-0.35290733	Prmt5	NM_013768	0.11340224	0.44299999999999995	Prmt5	NM_013768	0.406	-0.2189953
10999	Prmt6	NM_178891	0.5953	-0.45527633	Prmt6	NM_178891	0.9519350000000001	0.08491891	Prmt6	NM_178891	0.88323248	-0.0567	Prmt6	NM_178891	0.5940000000000001	0.7197749
11000	Prmt7	ENSMUST00000071592	0.484	-0.49627233	Prmt7	NM_145404	0.610297	-0.45052901	Prmt7	NM_145404	0.17542695	0.6	Prmt7	NM_145404	0.048002333333333334	-0.4589164666666667
11001	Prmt8	ENSMUST00000032500	0.9658	0.033243	Prmt8	NM_201371	0.9992639999999999	0.00073296	Prmt8	NM_201371	0.37055013	0.2	Prmt8	NM_201371	0.304	0.2267184
11002	Prnp	NM_011170	0.4808	2.000157	Prnp	NM_001278256	0.06601900000000001	1.36863802	Prnp	NM_001278256	0.00114388	1.68	Prnp	NM_001278256	0.19155	1.8934363
11003	Proc	NM_001042768	0.972	0.03530933	Proc	NM_001042767	0.8645860000000001	0.13342343	Proc	NM_001042767	0.21029464	-0.253	Proc	NM_001042767	0.7979999999999999	-0.0689379
11004	Proca1	ENSMUST00000108317	0.9653	0.05844933	Proca1	NM_001045516	0.571315	-0.39157525	Proca1	NM_001045516	0.29761329999999997	-0.19	Proca1	NM_001045516	0.402	-0.2120368
11005	Procr	ENSMUST00000029140	0.5859	1.30686167	Procr	ENSMUST00000132608	0.8338469999999999	0.12415711	Procr	ENSMUST00000132608	0.04298845	0.44	Procr	NM_011171	0.0019199999999999998	1.4005081
11006	Prodh	ENSMUST00000003620	0.8157	0.14976967	Prodh	NM_011172	0.7696970000000001	0.19897638	Prodh	NM_011172	0.10044063	-0.42	Prodh	NM_011172	0.816	-0.145536
11007	Prodh2	NM_019546	0.903	0.090001	Prodh2	NM_019546	0.839009	-0.12384254	Prodh2	NM_019546	0.00999574	-0.583	Prodh2	NM_019546	0.48700000000000004	-0.35147399999999995
11008	Prok2	NM_015768	0.8494	0.162734	Prok2	AF182064	0.8805569999999999	-0.13281836	Prok2	AF182064	0.19679213	-0.233	Prok2	NM_001037539	0.6110000000000001	0.010949633333333332
11009	Prokr1	NM_021381	0.7968	-0.16240633	Prokr1	NM_021381	0.514686	0.29419307	Prokr1	NM_021381	0.07486965	0.44299999999999995	Prokr1	NM_021381	0.251	-0.07497300000000001
11010	Prokr2	ENSMUST00000110156	0.9549	0.044566	Prokr2	NM_144944	0.816805	-0.19002134	Prokr2	NM_144944	0.9496124	-0.0133	Prokr2	NM_144944	0.8505	-0.0651514
11011	Prol1	NM_008644	0.9372	-0.05701767	Prol1	NM_008644	0.849075	-0.10232782	Prol1	NM_008644	0.12693805	-0.24	Prol1	NM_008644	0.534	0.13211215
11012	Prom1	NM_001163577	0.5151	0.496141	Prom1	NM_001163577	0.8557819999999999	-0.09530929	Prom1	NM_001163577	0.47405698	-0.19	Prom1	NM_001163577	0.64	-0.10737970000000001
11013	Prom2	ENSMUST00000028855	0.9823	-0.02576567	Prom2	NM_138750	0.8883610000000001	0.08717954	Prom2	NM_138750	0.15473361	-0.29	Prom2	NM_138750	0.9119999999999999	-0.0673625
11014	Prop1	NM_008936	0.6348	0.299141	Prop1	NM_008936	0.964259	0.02832018	Prop1	NM_008936	0.26429361	-0.22699999999999998	Prop1	NM_008936	0.377	0.32101729999999995
11015	Prorsd1	NM_001163454	0.9434	-0.05548133	Prorsd1	NM_001163454	0.803365	0.29743419	Prorsd1	NM_001163454	0.22818339999999998	-0.27699999999999997	Prorsd1	NM_001163454	0.00831	1.5749225
11016	Pros1	NM_011173	0.474	1.53499367	Pros1	NM_011173	0.950981	0.04748211	Pros1	NM_011173	0.06656695	0.41	Pros1	NM_011173	0.006840000000000001	2.66682
11017	Prosc	NM_054057	0.1878	0.85267033	Prosc	NM_001039077	0.42757399999999995	0.76657364	Prosc	NM_001039077	0.71853515	-0.07	Prosc	NM_001039077	0.2587515	0.7420815000000001
11018	Prox1	NM_008937	0.5684	0.28322067	Prox1	NM_008937	0.722388	-0.28147264	Prox1	NM_008937	0.19467682	-0.213	Prox1	NM_008937	0.27030000000000004	-0.04452933333333333
11019	Prox2	NM_175198	0.5748	-0.41661567	Prox2	NM_175198	0.782997	0.27386699	Prox2	NM_175198	0.31290093	-0.263	Prox2	NM_175198	0.5925	-0.023064600000000005
11020	Proz	NM_025834	0.6735	-0.22139733	Proz	NM_025834	0.9483809999999999	0.05949998	Proz	NM_025834	0.42097378	-0.13699999999999998	Proz	NM_025834	0.6050000000000001	-0.24592470000000002
11021	Prp2	ENSMUST00000076061	0.8484	-0.12199267	Prp2	NM_031499	0.9788129999999999	0.04158699	Prp2	NM_031499	0.07347828	-0.537	Prp2	NM_031499	0.11	0.32408059999999994
11022	Prpf18	ENSMUST00000035721	0.7777	-0.44185767	Prpf18	NM_026045	0.8901129999999999	-0.22699918	Prpf18	NM_026045	0.43793853	0.21	Prpf18	NM_026045	0.0325	0.7201418
11023	Prpf19	NM_001253843	0.7198	-0.408072	Prpf19	NM_001253843	0.893749	0.08742222	Prpf19	NM_001253843	0.04267844	0.62	Prpf19	NM_001253843	0.2512	0.060351399999999986
11024	Prpf3	ENSMUST00000015892	0.4197	-0.57282267	Prpf3	NM_027541	0.8448389999999999	-0.50102388	Prpf3	NM_027541	0.86404439	0.03	Prpf3	NM_027541	0.0769	-0.6731967
11025	Prpf31	NM_027328	0.3255	-0.75191433	Prpf31	NM_001159714	0.773315	0.56716368	Prpf31	NM_001159714	0.01952828	0.757	Prpf31	NM_001159714	0.5605	0.205251
11026	Prpf38a	NM_172697	0.9471	-0.14829667	Prpf38a	NM_172697	0.903467	0.26357804	Prpf38a	NM_172697	0.27624926	0.28	Prpf38a	NM_172697	0.25166666666666665	-0.2978362333333333
11027	Prpf38b	NM_025845	0.3221	-0.556914	Prpf38b	NM_025845	0.634554	-0.33602548	Prpf38b	NM_025845	0.01016438	-0.65	Prpf38b	NM_025845	0.0279875	-1.21236905
11028	Prpf39	NM_177806	0.7662	-0.24500233	Prpf39	NM_177806	0.762863	-0.31873298	Prpf39	NM_177806	0.04235933	-0.473	Prpf39	NM_177806	0.30381966666666665	-1.2599464666666667
11029	Prpf4	NM_027297	0.8390000000000001	-0.39061567	Prpf4	NM_027297	0.891862	-0.1474946	Prpf4	NM_027297	0.72387973	0.0633	Prpf4	NM_027297	0.14700000000000002	0.23633595000000004
11030	Prpf40a	ENSMUST00000076313	0.8108	-0.16105833	Prpf40a	NM_018785	0.679762	0.28560792	Prpf40a	NM_018785	0.11786549	0.413	Prpf40a	NM_018785	0.263927	0.018900183333333372
11031	Prpf40b	NM_018786	0.956	-0.06502533	Prpf40b	NM_018786	0.8497540000000001	-0.13829758	Prpf40b	NM_018786	0.22583697	0.247	Prpf40b	NM_018786	0.126	-0.9725283000000001
11032	Prpf4b	NM_013830	0.9699	-0.04605867	Prpf4b	NM_013830	0.9544290000000001	-0.05973559	Prpf4b	NM_013830	0.08341749999999999	-0.33	Prpf4b	NM_013830	0.07396983333333333	-1.0716921333333334
11033	Prpf6	NM_133701	0.9014	-0.12651633	Prpf6	NM_133701	0.9650549999999999	0.09247924	Prpf6	NM_133701	0.6227020999999999	-0.107	Prpf6	NM_133701	0.001971	-1.523703
11034	Prpf8	NM_138659	0.6373	-0.41748867	Prpf8	NM_138659	0.9522299999999999	-0.10082601	Prpf8	NM_138659	0.35544839	0.17	Prpf8	NM_138659	0.544	0.20365279999999997
11035	Prph	NM_013639	0.5944	0.28507133	Prph	NM_001163588	0.9438219999999999	0.05651551	Prph	NM_001163588	0.59088714	-0.09	Prph	NM_001163588	0.229625	-0.47679375
11036	Prph2	NM_008938	0.7517	-0.18743167	Prph2	NM_008938	0.9862040000000001	0.01487101	Prph2	NM_008938	0.05097486	-0.39299999999999996	Prph2	NM_008938	0.9890000000000001	0.0041011
11037	Prpmp5	NM_001024705	0.8735	0.19880367	Prpmp5	NM_001024705	0.748972	0.20177394	Prpmp5	NM_001024705	0.80712754	0.08	Prpmp5	NM_001024705	0.0112	-0.6302925
11038	Prps1	NM_021463	0.6883	-0.40513433	Prps1	NM_021463	0.863613	-0.25889951	Prps1	NM_021463	0.441741	0.207	Prps1	NM_021463	0.0983	0.07293974999999991
11039	Prps1l1	NM_029294	0.8784	-0.12030567	Prps1l1	NM_029294	0.9345459999999999	-0.05279089	Prps1l1	NM_029294	0.26342499	-0.22	Prps1l1	NM_029294	0.106	-0.43510119999999997
11040	Prps2	NM_026662	0.2285	-1.18756433	Prps2	NM_026662	0.085891	-1.57188386	Prps2	NM_026662	0.54514957	0.187	Prps2	NM_026662	0.011070000000000002	-0.9651906333333334
11041	Prpsap1	NM_026364	0.6347	-0.35056733	Prpsap1	NM_026364	0.875899	-0.32132561	Prpsap1	NM_026364	0.73903632	-0.0967	Prpsap1	NM_026364	0.331	0.26802909999999996
11042	Prpsap2	NM_144806	0.9202	-0.113334	Prpsap2	NM_001164242	0.711337	-0.78655125	Prpsap2	NM_001164242	0.90845231	0.0267	Prpsap2	NM_001164242	0.0826	-1.0399540999999999
11043	Prr11	NM_175563	0.2067	1.00524933	Prr11	NM_175563	0.51489	0.92545262	Prr11	NM_175563	0.00366041	3.01	Prr11	NM_175563	0.0013847000000000002	3.8148207000000003
11044	Prr12	NM_175022	0.5043	-0.46184133	Prr12	NM_175022	0.6631640000000001	0.49798634	Prr12	NM_175022	0.50459948	-0.127	Prr12	NM_175022	0.12778	-0.91750145
11045	Prr13	NM_025385	0.4125	0.452489	Prr13	NM_001170911	0.771799	0.46990819	Prr13	NM_001170911	0.95299029	0.0133	Prr13	NM_001170911	0.013	0.839217
11046	Prr14	ENSMUST00000033095	0.8648	-0.20061567	Prr14	NM_145589	0.945199	-0.08537341	Prr14	NM_145589	0.01050807	-0.6829999999999999	Prr14	NM_145589	0.695	0.1914266
11047	Prr15	NM_030024	0.9613	0.044538	Prr15	NM_030024	0.9302239999999999	0.11041727	Prr15	NM_030024	0.57217627	-0.11	Prr15	NM_030024	0.17	0.8780548333333335
11048	Prr15l	ENSMUST00000107636	0.8179	0.29731467	Prr15l	NM_146026	0.841433	0.14573306	Prr15l	NM_146026	0.10250307	-0.42	Prr15l	NM_146026	0.8809999999999999	-0.0438481
11049	Prr16	ENSMUST00000097576	0.9301	-0.06532867	Prr16	AK042678	0.779967	0.23061576	Prr16	AK042678	0.48245773	-0.16	Prr16	NM_001081224	0.8220000000000001	-0.0414241
11050	Prr18	NM_178774	0.8494	0.11815967	Prr18	NM_178774	0.949101	0.10667370000000001	Prr18	NM_178774	0.19460009	-0.34700000000000003	Prr18	NM_178774	0.35780000000000006	-0.46910625000000006
11051	Prr3	NM_001165892	0.4871	-0.352582	Prr3	NM_001282012	0.8338469999999999	0.20013889	Prr3	NM_001282012	0.08105231	-0.5670000000000001	Prr3	NM_001165892	0.297	0.8475905
11052	Prr5	NM_146061	0.8948	-0.08920933	Prr5	NM_146061	0.9438139999999999	-0.05146282	Prr5	NM_146061	0.39170927	-0.13	Prr5	NM_146061	0.341	-0.3423614
11053	Prr5l	NM_001110849	0.7845	0.22097267	Prr5l	NM_001083810	0.971673	-0.0416568	Prr5l	NM_001083810	0.97802681	-0.006670000000000001	Prr5l	NM_001083810	0.005713333333333333	2.1965805
11054	Prr9	NM_175424	0.9995	-0.000607	Prr9	NM_175424	0.8997139999999999	-0.09971275	Prr9	NM_175424	0.73952342	-0.0933	Prr9	NM_175424	0.79	-0.0759291
11055	Prrc1	NM_028447	0.7018	0.361438	Prrc1	NM_028447	0.8458559999999999	0.30990238	Prrc1	NM_028447	0.02375894	0.597	Prrc1	NM_028447	0.22578571428571428	0.3415548
11056	Prrc2a	NM_020027	0.4909	0.33727133	Prrc2a	NM_001199044	0.760301	0.20586053	Prrc2a	NM_001199044	0.35111743	0.163	Prrc2a	NM_001199044	0.3403333333333333	-1.6133777
11057	Prrc2b	NM_172661	0.94475	0.07063599999999999	Prrc2b	NM_001159634	0.36948000000000003	0.39765416	Prrc2b	NM_001159634	0.01293974	-0.677	Prrc2b	NM_001159634	0.27549999999999997	-0.2633056
11058	Prrc2c	NM_001081290	0.917	-0.11790067	Prrc2c	NM_001081290	0.833515	0.13073010000000002	Prrc2c	NM_001081290	0.02043947	-0.45299999999999996	Prrc2c	NM_001081290	0.015586666666666665	-1.2825552166666665
11059	Prrg1	ENSMUST00000114025	0.0978	-1.453007	Prrg1	XM_006528151	0.8885850000000001	0.1368824	Prrg1	XM_006528151	0.28087642	0.28300000000000003	Prrg1	NM_001164275	0.14123333333333332	-0.8292529333333332
11060	Prrg2	ENSMUST00000107833	0.8608	0.152587	Prrg2	NM_022999	0.852136	-0.11908598	Prrg2	NM_022999	0.54540816	0.0867	Prrg2	NM_022999	0.08505	0.4415182999999999
11061	Prrg3	NM_001081135	0.6303	0.38072767	Prrg3	NM_001081135	0.8256190000000001	-0.24708811	Prrg3	NM_001081135	0.34014084	-0.23	Prrg3	NM_001081135	0.0271	-0.9425040000000001
11062	Prrg4	NM_178695	0.3882	0.827573	Prrg4	NM_178695	0.653157	0.52045634	Prrg4	NM_178695	0.09393660000000001	0.397	Prrg4	NM_178695	0.193	0.28818330000000003
11063	Prrt1	ENSMUST00000015620	0.4320000000000001	-0.47180267	Prrt1	ENSMUST00000172945	0.982402	0.01871706	Prrt1	ENSMUST00000172945	0.22911257	-0.36700000000000005	Prrt1	NM_030890	0.0351	-0.20366925000000002
11064	Prrt3	NM_172487	0.8347	-0.305148	Prrt3	NM_001289699	0.8896729999999999	-0.10437366	Prrt3	NM_001289699	0.08090562	-0.34299999999999997	Prrt3	NM_001289699	0.36989999999999995	0.050351000000000014
11065	Prrx1	ENSMUST00000174397	0.5345	1.18176333	Prrx1	NM_001025570	0.967432	-0.02875848	Prrx1	NM_001025570	5.684e-05	3.96	Prrx1	NM_001025570	0.2374333333333333	1.0797077166666667
11066	Prrx2	ENSMUST00000041659	0.4148	0.38341133	Prrx2	NM_009116	0.944874	0.05448357	Prrx2	NM_009116	0.05160849	1.01	Prrx2	NM_009116	0.168	0.6018884
11067	Prrxl1	ENSMUST00000164468	0.9084	-0.138897	Prrxl1	NM_001001796	0.912117	-0.06563242	Prrxl1	NM_001001796	0.25779519	-0.293	Prrxl1	NM_001001796	0.784	0.0794628
11068	Prss12	NM_008939	0.9892	0.02892333	Prss12	NM_008939	0.971901	0.02567235	Prss12	NM_008939	0.17881298	-0.34700000000000003	Prss12	NM_008939	0.185	-0.9156915999999999
11069	Prss16	NM_019429	0.8034	0.159045	Prss16	NM_019429	0.9846659999999999	-0.01281723	Prss16	NM_019429	0.34531556	0.17300000000000001	Prss16	NM_019429	0.132	0.7100298
11070	Prss2	NM_009430	0.9506	-0.08159133	Prss2	NM_009430	0.9614	0.03048796	Prss2	NM_009430	0.5856973000000001	-0.157	Prss2	NM_009430	0.048525	2.101249725
11071	Prss21	NM_020487	0.9179	0.11122433	Prss21	NM_020487	0.98344	-0.02384116	Prss21	NM_020487	0.13411382	-0.387	Prss21	NM_020487	0.728	-0.2087694
11072	Prss22	NM_133731	0.9977	0.00231133	Prss22	NM_133731	0.600629	0.2558171	Prss22	NM_133731	0.22085488	-0.213	Prss22	NM_133731	0.82	-0.11899549999999999
11073	Prss23	NM_029614	0.7444500000000001	0.63065367	Prss23	NM_029614	0.9778020000000001	-0.03325585	Prss23	NM_029614	0.95681247	-0.01	Prss23	NM_029614	0.6196666666666667	0.06262373333333335
11074	Prss27	NM_175440	0.7938	-0.40605733	Prss27	NM_175440	0.993877	0.00722249	Prss27	NM_175440	0.13173313	-0.31	Prss27	NM_175440	0.273	-0.31542950000000003
11075	Prss28	NM_053259	0.8079999999999999	0.16732467	Prss28	NM_053259	0.886001	-0.12331957	Prss28	NM_053259	0.03615546	-0.613	Prss28	NM_053259	0.92	0.034511400000000005
11076	Prss29	NM_053260	0.7921	-0.15854300000000002	Prss29	NM_053260	0.967873	0.03621766	Prss29	NM_053260	0.27601128	-0.26	Prss29	NM_053260	0.37739999999999996	0.050183366666666666
11077	Prss3	ENSMUST00000096003	0.7929999999999999	0.15403567	Prss3	NM_011645	0.826624	-0.14603691	Prss3	NM_011645	0.66680209	-0.1	Prss3	NM_011645	0.521	0.1482904
11078	Prss30	NM_013921	0.868	0.15678399999999998	Prss30	NM_013921	0.83978	0.16686549	Prss30	NM_013921	0.93696656	0.0167	Prss30	NM_013921	0.14300000000000002	0.41709989999999997
11079	Prss32	ENSMUST00000061725	0.8673	0.13219933	Prss32	NM_027220	0.9399959999999999	0.10627873	Prss32	NM_027220	0.1772259	-0.26	Prss32	NM_027220	0.05175	-0.75701585
11080	Prss35	NM_178738	0.8438	0.11673267	Prss35	NM_178738	0.849075	-0.13629271	Prss35	NM_178738	0.37556803	-0.16699999999999998	Prss35	NM_178738	0.727	-0.0896
11081	Prss36	NM_001081374	0.9446	0.06715800000000001	Prss36	NM_001081374	0.8844850000000001	-0.08959085	Prss36	NM_001081374	0.06199326	-0.49	Prss36	NM_001081374	0.706	0.32175820000000005
11082	Prss37	NM_026317	0.9267	-0.06907100000000001	Prss37	NM_026317	0.8907959999999999	-0.11525847	Prss37	NM_026317	0.35330672	0.233	Prss37	NM_026317	0.16249999999999998	-0.18285400000000002
11083	Prss39	NM_009355	0.9133	0.08510467	Prss39	NM_009355	0.688412	0.32352276	Prss39	NM_009355	0.41847957	-0.247	Prss39	NM_009355	0.7170000000000001	-0.2275492
11084	Prss40	NM_009356	0.8985	0.09701633	Prss40	NM_009356	0.7530319999999999	0.18907806	Prss40	NM_009356	0.87654038	-0.0367	Prss40	NM_009356	0.522	-0.1958624
11085	Prss41	NM_027644	0.933	-0.083965	Prss41	NM_027644	0.966988	-0.03202402	Prss41	NM_027644	0.11709153	-0.45299999999999996	Prss41	NM_027644	0.639	-0.19991995
11086	Prss42	NM_153099	0.8622	0.104335	Prss42	NM_153099	0.897184	0.07779397	Prss42	NM_153099	0.02073918	-0.47	Prss42	NM_153099	0.9420000000000001	-0.041581900000000005
11087	Prss44	NM_148940	0.9956	-0.00401467	Prss44	NM_148940	0.813485	0.14915358	Prss44	NM_148940	0.87784209	-0.0333	Prss44	NM_148940	0.30825	-0.307019775
11088	Prss45	NM_153172	0.8313	0.16550633	Prss45	NM_153172	0.625831	-0.2575142	Prss45	NM_153172	0.46719105	-0.16699999999999998	Prss45	NM_153172	0.10099999999999999	0.3763606
11089	Prss46	NM_183103	0.8199	-0.134428	Prss46	NM_183103	0.679016	-0.19835142	Prss46	NM_183103	0.21133775	-0.22	Prss46	NM_183103	0.7979999999999999	-0.1333426
11090	Prss50	NM_146227	0.906	-0.10857433	Prss50	NM_146227	0.8565219999999999	-0.12603885	Prss50	NM_146227	0.41655146	-0.203	Prss50	NM_146227	0.6709999999999999	-0.1683959
11091	Prss51	NM_001193631	0.926	0.11255567	Prss51	NM_001193631	0.8459620000000001	-0.21958568	Prss51	NM_001193631	0.06715702	-0.337	Prss51	NM_001193631	0.106	-0.4445163
11092	Prss52	ENSMUST00000022537	0.8451	-0.13123733	Prss52	NM_028525	0.87925	-0.13377809	Prss52	NM_028525	0.47108456	-0.14	Prss52	NM_028525	0.293	-0.2965812
11093	Prss53	NM_001081268	0.4733	-0.49149833	Prss53	NM_001081268	0.811538	-0.19261008	Prss53	NM_001081268	0.04483373	-0.54	Prss53	NM_001081268	0.12	-0.6301498000000001
11094	Prss54	ENSMUST00000052690	0.948	0.052539	Prss54	NM_027640	0.920166	0.0908337	Prss54	NM_027640	0.29765829	-0.203	Prss54	NM_027640	0.449	0.3120834
11095	Prss55	NM_001081063	0.9762	0.026094	Prss55	NM_001081063	0.890534	0.08361424	Prss55	NM_001081063	0.19650404	-0.19699999999999998	Prss55	NM_001081063	0.261	-0.6296185000000001
11096	Prss56	NM_027084	0.9782	-0.02773467	Prss56	NM_027084	0.865023	-0.1169529	Prss56	NM_027084	0.46173248	-0.147	Prss56	NM_027084	0.985	-0.010923700000000001
11097	Prss58	NM_175020	0.99	-0.01153567	Prss58	NM_175020	0.6018	-0.26103283	Prss58	NM_175020	0.43794889	-0.223	Prss58	NM_175020	0.5579999999999999	0.16195535
11098	Prss8	NM_133351	0.8147	-0.13498133	Prss8	NM_133351	0.878869	0.12376976	Prss8	NM_133351	0.16434332	-0.397	Prss8	NM_133351	0.0394	-0.6573746
11099	Prtg	NM_175485	0.9538	-0.04706667	Prtg	NM_175485	0.683846	-0.19655761	Prtg	NM_175485	0.31032276	-0.2	Prtg	NM_175485	0.35086666666666666	-0.07664493333333335
11100	Prtn3	ENSMUST00000006679	0.7551	0.19807767	Prtn3	NM_011178	0.8492959999999999	-0.16040812	Prtn3	NM_011178	0.24797681	-0.45299999999999996	Prtn3	NM_011178	0.716	-0.11669890000000001
11101	Prune	NM_173347	0.6807	-0.878704	Prune	NM_173347	0.783565	-0.89950438	Prune	NM_173347	0.34417625	-0.36	Prune	NM_173347	0.10908666666666667	-0.44496730000000007
11102	Prune2	NM_181348	0.4508	0.59382633	Prune2	NM_181348	0.9834984999999999	-0.007792004999999999	Prune2	NM_181348	0.013206474999999999	0.6715	Prune2	NM_181348	0.4205	0.24507640000000003
11103	Prx	ENSMUST00000108355	0.9706	-0.03560467	Prx	NM_019412	0.882835	-0.14349528	Prx	NM_019412	0.97673263	-0.006670000000000001	Prx	NM_019412	0.284	-0.23741639999999997
11104	Psap	NM_001146120	0.6477	0.69640433	Psap	NM_001146120	0.557994	-0.88439755	Psap	NM_001146120	0.58805496	0.11	Psap	NM_001146120	0.11503	0.028828049999999883
11105	Psapl1	NM_175249	0.9369	-0.15357533	Psapl1	NM_175249	0.8627739999999999	0.25356761	Psapl1	NM_175249	0.18523826	-0.27	Psapl1	NM_175249	0.5675	-0.10533645000000001
11106	Psat1	NM_177420	0.7938	0.16919633	Psat1	ENSMUST00000161707	0.795962	0.20163018	Psat1	ENSMUST00000161707	0.00028571	2.57	Psat1	NM_001205339	0.0001529	1.9540780000000004
11107	Psca	NM_028216	0.8356	0.14867167	Psca	NM_028216	0.9483809999999999	0.04387082	Psca	NM_028216	0.31390232	0.203	Psca	NM_028216	0.28300000000000003	-0.7179386999999999
11108	Psd	NM_028627	0.9954	0.0072590000000000016	Psd	NM_028627	0.828926	0.12295961	Psd	NM_028627	0.32941618	-0.3	Psd	NM_028627	0.105	0.48111679999999996
11109	Psd2	NM_028707	0.9531	-0.047301	Psd2	NM_001289602	0.970326	-0.03714945	Psd2	NM_001289602	0.4327843	-0.157	Psd2	NM_001289602	0.65	-0.0826562
11110	Psd3	NM_177698	0.73885	0.34266050000000003	Psd3	NM_030263	0.8232349999999999	0.06159531000000001	Psd3	NM_030263	0.3419911	-0.182	Psd3	NM_027626	0.2314	-0.16798205000000005
11111	Psd4	ENSMUST00000102942	0.6928	-0.20683967	Psd4	NM_177611	0.436259	0.49991238	Psd4	NM_177611	0.06967803	-0.377	Psd4	NM_177611	0.30684999999999996	-0.024138250000000028
11112	Psen1	NM_008943	0.4902	-0.62875	Psen1	NM_008943	0.37169800000000003	-0.4921995	Psen1	NM_008943	0.59644621	-0.12300000000000001	Psen1	NM_008943	0.473375	0.12323589999999994
11113	Psen2	ENSMUST00000111106	0.281	-0.8915129999999999	Psen2	NM_001128605	0.779713	-0.15165910000000002	Psen2	NM_001128605	0.0570186	-0.387	Psen2	NM_001128605	0.3164	-0.3883126499999999
11114	Psenen	NM_025498	0.9379	-0.1741635	Psenen	NM_025498	0.6982265	-0.7163848	Psenen	NM_025498	0.350793	0.15	Psenen	NM_025498	0.00481	0.7915943
11115	Psg-ps1	NR_002857	0.9635	-0.07388967	Psg-ps1	NR_002857	0.794589	-0.20941311	Psg-ps1	NR_002857	0.38324941	0.193	Psg-ps1	NR_002857	0.83	-0.06565639999999999
11116	Psg16	NM_007676	0.9044	-0.105413	Psg16	NM_007676	0.796142	-0.18521789	Psg16	NM_007676	0.32297844	-0.17	Psg16	NM_007676	0.9540000000000001	0.020115
11117	Psg17	NM_007677	0.927	0.07896067	Psg17	NM_007677	0.770895	-0.15747705	Psg17	NM_007677	0.74722149	0.08	Psg17	NM_007677	0.9640000000000001	0.0126067
11118	Psg18	NM_011963	0.7334	-0.20947433	Psg18	NM_011963	0.184176	-0.49826779	Psg18	NM_011963	0.26839485	0.223	Psg18	NM_001163685	0.59	-0.1614579
11119	Psg19	NM_011964	0.963	-0.05294333	Psg19	NM_011964	0.8560770000000001	-0.14105361	Psg19	NM_011964	0.8971065	-0.03	Psg19	NM_011964	0.5027666666666667	0.07773896666666665
11120	Psg23	NM_020261	0.9621	0.03631867	Psg23	NM_020261	0.8693	-0.12891168	Psg23	NM_020261	0.26459254	-0.377	Psg23	NM_020261	0.9209999999999999	-0.0785097
11121	Psg28	NM_054063	0.936	0.06417833	Psg28	NM_054063	0.8902969999999999	-0.14510064	Psg28	NM_054063	0.43115538	-0.14300000000000002	Psg28	NM_054063	0.0010400000000000001	-1.1977551000000002
